source,title,description,datamodel,"providing_technologies","security_domain",category,usecase,mitre,killchain,"detection_searches","investigative_searches","contextual_searches","support_searches",qualifiedSearch
"Splunk Enterprise Security - Correlations","High Or Critical Priority Host With Malware Detected","Alerts when an infection is noted on a host with high or critical priority.",Malware,"Anti-Virus or Anti-Malware",,"Endpoint Compromise","Security Monitoring",None,None,,,,," from datamodel:""Malware"".""Malware_Attacks"" | where ('dest_priority'=""high"" OR 'dest_priority'=""critical"") | stats max(_time) as ""lastTime"",latest(_raw) as ""orig_raw"",values(dest_priority) as ""dest_priority"",count by ""dest"",""signature"""
"Splunk Enterprise Security - Correlations","Host Sending Excessive Email","Alerts when an host not designated as an e-mail server sends excessive e-mail to one or more target hosts.",Email,Email,,"Endpoint Compromise | Data Exfiltration | Insider Threat","Advanced Threat Detection | Insider Threat",None,None,,,,," tstats `summariesonly` sum(All_Email.recipient_count) as recipient_count,dc(All_Email.dest) as dest_count from datamodel=Email.All_Email where NOT All_Email.src_category=""email_servers"" by ""All_Email.src"",_time span=1h | `drop_dm_object_name(""All_Email"")` | apply app:recipients_by_src_1h [|`get_qualitative_upper_threshold(high)`] | apply app:destinations_by_src_1h [|`get_qualitative_upper_threshold(high)`] | search ""IsOutlier(recipient_count)""=1 OR ""IsOutlier(dest_count)""=1"
"Splunk Enterprise Security - Correlations","Host With High Number Of Listening ports","Alerts when host has a high number of listening services. This may be an indication that the device is running services that are not necessary (such as a default installation of a server) or is not running a firewall.",Endpoint,"Endpoint Detection and Response",,"Endpoint Compromise | Unauthorized Software | Lateral Movement","Advanced Threat Detection | Security Monitoring",None,None,,,,," tstats summariesonly=true dc(Ports.transport_dest_port) as ""port_count"" from datamodel=""Endpoint"".""Ports""  by ""Ports.dest"" | rename ""Ports.dest"" as ""dest"" | where 'port_count'>20"
"Splunk Enterprise Security - Correlations","High Process Count","Alerts when host has a high number of processes. This may be due to an infection or a runaway process.",Endpoint,"Endpoint Detection and Response",,"Endpoint Compromise","Advanced Threat Detection",None,None,,,,," tstats `summariesonly` max(_time) as _time from datamodel=Endpoint.Processes by Processes.dest,Processes.process | `drop_dm_object_name(""Processes"")` | eventstats max(_time) as lastReportTime by dest | where _time==lastReportTime | stats dc(process) as process_count by dest | search process_count>200"
"Splunk Enterprise Security - Correlations","Host With High Number Of Services","Alerts when host has a high number of services. This may be an indication that the device is running services that are not necessary (such as a default installation of a server).",Endpoint,"Endpoint Detection and Response",,"Endpoint Compromise | Unauthorized Software | Lateral Movement","Advanced Threat Detection | Security Monitoring",None,None,,,,," tstats summariesonly=true dc(Services.service) as ""service_count"" from datamodel=""Endpoint"".""Services""  by ""Services.dest"" | rename ""Services.dest"" as ""dest"" | where 'service_count'>100"
"Splunk Enterprise Security - Correlations","Host With Multiple Infections","Alerts when a host with multiple infections is discovered.",Malware,"Anti-Virus or Anti-Malware",,"Endpoint Compromise","Security Monitoring",None,None,,,,," tstats summariesonly=true dc(Malware_Attacks.signature) as ""infection_count"" from datamodel=""Malware"".""Malware_Attacks""   by ""Malware_Attacks.dest"" | rename ""Malware_Attacks.dest"" as ""dest"" | where 'infection_count'>1"
"Splunk Enterprise Security - Correlations","Multiple Primary Functions Detected","Multiple Primary Functions Detected",,"Network Communication",,Operations,"Security Monitoring",None,None,,,,," `primary_functions_tracker` | eval _time=lastTime | `hoursago(24)` | search is_primary=true | stats values(function) as function,dc(function) as function_count by dest | search function_count>1"
"Splunk Enterprise Security - Correlations","Host With Old Infection Or Potential Re-Infection","Alerts when a host with an old infection is discovered (likely a re-infection).",Malware,"Anti-Virus or Anti-Malware",,"Endpoint Compromise | GDPR","Security Monitoring | Compliance",None,None,,,,," tstats `summariesonly` max(_time) as lastTime from datamodel=Malware.Malware_Attacks by Malware_Attacks.signature,Malware_Attacks.dest | `drop_dm_object_name(""Malware_Attacks"")` | lookup local=true malware_tracker dest,signature OUTPUT firstTime | eval dayDiff=round((lastTime-firstTime)/86400,1) | search dayDiff>30"
"Splunk Enterprise Security - Correlations","Outbreak Detected","Alerts when a potential outbreak is observed based on newly infected systems all exhibiting the same infection",Malware,"Anti-Virus or Anti-Malware",,"Lateral Movement | Endpoint Compromise","Security Monitoring",None,None,,,,," tstats summariesonly=true dc(Malware_Attacks.dest) as ""system_count"",values(Malware_Attacks.tag) as ""tag"" from datamodel=""Malware"".""Malware_Attacks""   by ""Malware_Attacks.signature""  | rename ""Malware_Attacks.signature"" as ""signature"" | where 'system_count'>10"
"Splunk Enterprise Security - Correlations","Prohibited Process Detected","Alerts when a service in the prohibited process list is detected.",Endpoint,"Endpoint Detection and Response",,"Endpoint Compromise | Unauthorized Software","Advanced Threat Detection | Security Monitoring",None,None,,,,," from datamodel:""Endpoint"".""Processes"" | `get_interesting_processes` | search is_prohibited=true | `get_event_id` | fields + event_id,_raw,dest,process,note"
"Splunk Enterprise Security - Correlations","Prohibited Service Detected","Alerts when a service in the prohibited service list is detected.",,"Endpoint Detection and Response",,"Endpoint Compromise | Unauthorized Software","Advanced Threat Detection | Security Monitoring",None,None,,,,,"search NOT sourcetype=stash `service` | `get_interesting_services` | search is_prohibited=true | `get_event_id` | fields + event_id,_raw,dest,service,note"
"Splunk Enterprise Security - Correlations","Host With A Recurring Malware Infection","Alerts when a host has an infection that has been re-infected remove multiple times over multiple days.",Malware,"Anti-Virus or Anti-Malware",,"Endpoint Compromise","Security Monitoring",Execution,None,,,,," tstats summariesonly=true dc(Malware_Attacks.date) as ""day_count"",count from datamodel=""Malware"".""Malware_Attacks""   by ""Malware_Attacks.dest"",""Malware_Attacks.signature"" | rename ""Malware_Attacks.dest"" as ""dest"",""Malware_Attacks.signature"" as ""signature"" | where 'day_count'>3"
"Splunk Enterprise Security - Correlations","Should Timesync Host Not Syncing","Detects when hosts that are required to synchronize their clocks have failed to do so. Time synchronization is important because it ensures that the event logs are stamped with the proper time. Additionally, this is required by some regulatory compliance standards (such as PCI).",Performance,,,,,,,,,,," tstats `summariesonly` max(_time) as lastTime from datamodel=Performance.All_Performance where nodename=All_Performance.OS.Timesync All_Performance.OS.Timesync.action=success by All_Performance.dest | rename All_Performance.dest as dest | `get_asset(dest)` | rename dest_* as * | `assets` | search should_timesync=true | stats max(lastTime) as lastTime,first(should_timesync) as should_timesync,values(asset) as dest by asset_id | where isnull(lastTime) | addinfo | eval hourDiff=floor((info_max_time-info_min_time)/3600) | fields dest,should_timesync,hourDiff"
"Splunk Enterprise Security - Correlations","Activity from Expired User Identity","Alerts when an event is discovered from a user associated with identity that is now expired (that is, the end date of the identity has been passed).","Identity_Management",Authentication,,"Insider Threat","Insider Threat | Security Monitoring",None,None,,,,," from datamodel:""Identity_Management"".""Expired_Identity_Activity"" | stats max(_time) as ""lastTime"",latest(_raw) as ""orig_raw"",count by ""expired_user"" | rename ""expired_user"" as ""user"""
"Splunk Enterprise Security - Correlations","High Volume Email Activity to Non-corporate Domains by User","Alerts on high volume email activity by a user to non-corporate domains.",Email,Email,,"Endpoint Compromise | Data Exfiltration | Insider Threat","Advanced Threat Detection | Insider Threat",None,None,,,,," tstats `summariesonly` sum(All_Email.size) as bytes, values(All_Email.recipient) as recipient from datamodel=Email.All_Email where NOT `cim_corporate_email_domain_search(""All_Email.recipient"")` by All_Email.src_user, All_Email.src_user_bunit | `drop_dm_object_name(""All_Email"")` | `mltk_apply_upper(""app:email_activity_to_non_corporate_by_user_1h"", ""medium"", ""bytes"")`"
"Splunk Enterprise Security - Correlations","Web Uploads to Non-corporate Sites by Users","Alerts on high volume web uploads by a user to non-corporate domains.",Web,"Web Proxy",,"Data Exfiltration | Insider Threat | GDPR","Compliance | Insider Threat | Advanced Threat Detection",None,None,,,,," tstats `summariesonly` sum(Web.bytes) as bytes from datamodel=Web.Web where (Web.http_method=""POST"" OR Web.http_method=""PUT"")  NOT (`cim_corporate_web_domain_search(""Web.url"")`) by Web.user, Web.user_bunit | `drop_dm_object_name(""Web"")` | `mltk_apply_upper(""app:web_upload_to_non_corporate_by_user_1h"", ""medium"", ""bytes"")`"
"Splunk Enterprise Security - Correlations","Excessive DNS Failures","This search identifies DNS query failures by counting the number of DNS responses that do not indicate success, and trigger on more than 50 occurrences.","Network_Resolution",DNS,,"Command and Control","Advanced Threat Detection","Exfiltration | Command and Control","Command and Control",,,,," tstats summariesonly=true count from datamodel=""Network_Resolution"".""DNS"" where ""DNS.reply_code""!=""No error"" AND ""DNS.reply_code""!=""NoError"" by ""DNS.src""  | rename ""DNS.src"" as ""src"" | where 'count'>100"
"Splunk Enterprise Security - Correlations","Excessive DNS Queries","Alerts when a host starts sending excessive DNS queries","Network_Resolution",DNS,,"Command and Control | Endpoint Compromise","Advanced Threat Detection",None,None,,,,," tstats summariesonly=true count from datamodel=""Network_Resolution"".""DNS"" where    ""DNS.message_type""=""QUERY"" by ""DNS.src"" | rename ""DNS.src"" as ""src"" | where 'count'>100"
"Splunk Enterprise Security - Correlations","Excessive HTTP Failure Responses","Alerts when a host generates a lot of HTTP failures in a short span of time",Web,"Web Server",,"Web Attack","Application Security",None,None,,,,," tstats summariesonly=true count from datamodel=""Web"".""Web"" where    (""Web.status""=400 OR ""Web.status""=403 OR ""Web.status""=404 OR ""Web.status""=411 OR ""Web.status""=500 OR ""Web.status""=501) by ""Web.dest"" | rename ""Web.dest"" as ""dest"" | where 'count'>50"
"Splunk Enterprise Security - Correlations","High Volume of Web Activity from Critical System","Alerts when a system of high or critical severity generates a high volume of outbound web activity. This may indicate that the system has been compromised.",Web,,,,,,,,,,," tstats summariesonly=true sum(Web.bytes_out) as ""bytes_out"" from datamodel=""Web"".""Web"" where    ""Web.bytes_out"">0 AND (""Web.src_priority""=""high"" OR ""Web.src_priority""=""critical"") by ""Web.src"",""Web.dest"" | rename ""Web.src"" as ""src"",""Web.dest"" as ""dest"" | where 'bytes_out'>10485760"
"Splunk Enterprise Security - Correlations","Network Device Rebooted","Increases the risk score of network devices that have been rebooted.",Change,"Configuration Management",,Operations,"Security Monitoring",None,None,,,,," tstats summariesonly=true count from datamodel=""Change"".""All_Changes"" where nodename=""All_Changes.Network_Changes.Device_Restarts"" by ""All_Changes.dvc"",""_time"" span=""1s"" | rename ""All_Changes.dvc"" as ""dvc"""
"Splunk Enterprise Security - Correlations","Network Change Detected","Detects changes to policies of the network protection devices (such as firewall policy changes).",Change,"Configuration Management",,Operations,"Security Monitoring",None,None,,,,," from datamodel:""Change"".""Network_Changes"" | stats max(_time) as ""lastTime"",latest(_raw) as ""orig_raw"",count by ""dvc"",""action"",""command"""
"Splunk Enterprise Security - Correlations","Substantial Increase In Intrusion Events","Alerts when a statistically significant increase in a particular intrusion event is observed.","Intrusion_Detection",,,,,,,,,,," tstats `summariesonly` count as ids_attacks,values(IDS_Attacks.tag) as tag from datamodel=Intrusion_Detection.IDS_Attacks by IDS_Attacks.signature | `drop_dm_object_name(""IDS_Attacks"")` | `mltk_apply_upper(""app:count_by_signature_1h"", ""high"", ""ids_attacks"")`"
"Splunk Enterprise Security - Correlations","Substantial Increase In Port Activity","Alerts when a statistically significant increase in events on a given port is observed.","Network_Traffic","Network Communication",,"Data Exfiltration","Insider Threat | Advanced Threat Detection",None,None,,,,," tstats `summariesonly` count as dest_port_traffic_count,values(All_Traffic.tag) as tag from datamodel=Network_Traffic.All_Traffic by All_Traffic.dest_port | `drop_dm_object_name(""All_Traffic"")` | `mltk_apply_upper(""app:count_by_dest_port_1d"", ""extreme"", ""dest_port_traffic_count"")`"
"Splunk Enterprise Security - Correlations","Prohibited Port Activity Detected","Detects the use of ports that are prohibited. Useful for detecting the installation of new software or a successful compromise of a host (such as the presence of a backdoor or a system communicating with a botnet).","Network_Traffic","Network Communication",,"Lateral Movement | Endpoint Compromise | GDPR","Advanced Threat Detection | Compliance",None,None,,,,," from datamodel:""Network_Traffic"".""Allowed_Traffic"" | `is_traffic_prohibited(dest_port)` | search dest_port>0 NOT is_prohibited=false | stats count by dvc,transport,dest_port,is_prohibited | `get_asset(dvc)` | `get_identity4events(dvc_owner)`"
"Splunk Enterprise Security - Correlations","Unroutable Activity Detected","Alerts when activity to or from a host that is unroutable is detected.",Web,,,,,,,,,,," `tstats` count,values(sourcetype) from datamodel=Network_Traffic.All_Traffic where All_Traffic.action=""allowed"" AND `bogonlist_src_dest_subsearch(All_Traffic)` by All_Traffic.src,All_Traffic.dest | `drop_dm_object_name(""All_Traffic"")` | `tstats` append=true count,values(sourcetype) from datamodel=Intrusion_Detection.IDS_Attacks where `bogonlist_src_dest_subsearch(IDS_Attacks)` by IDS_Attacks.src,IDS_Attacks.dest | `drop_dm_object_name(""IDS_Attacks"")` | `tstats` append=true count,values(sourcetype) from datamodel=Web.Web where `bogonlist_src_dest_subsearch(Web)` by Web.src,Web.dest | `drop_dm_object_name(""Web"")` | stats count,values(sourcetype) as sourcetype by src,dest | `bogonlist_lookup` | eval bogon_ip=if(dest_is_bogon==""true"" AND dest_is_internal!=""true"",dest,src) | fields + sourcetype,src,dest,bogon_ip"
"Splunk Enterprise Security - Correlations","Unusual Volume of Network Activity","Detects unusual network traffic that may be indicative of a DoS attack as indicated by a high number of unique sources or a high volume of firewall packets","Network_Traffic","Network Communication",,"Data Exfiltration | Denial of Service","Insider Threat | Application Security | Advanced Threat Detection",None,None,,,,," tstats `summariesonly` dc(All_Traffic.src) as src_count,count as total_count from datamodel=Network_Traffic.All_Traffic | apply app:network_traffic_src_count_30m [|`get_qualitative_upper_threshold(extreme)`] | apply app:network_traffic_count_30m [|`get_qualitative_upper_threshold(extreme)`] | search ""IsOutlier(src_count)""=1 OR ""IsOutlier(total_count)""=1"
"Splunk Enterprise Security - Correlations","Vulnerability Scanner Detected (by events)","Detects a potential vulnerability scanner by detecting devices that have triggered a large number of unique events. Vulnerability scanners generally trigger a high number unique events when scanning a host since each vulnerability check tends to trigger a unique event.","Intrusion_Detection","IDS or IPS",,Scanning,"Security Monitoring | Compliance",None,None,,,,," from datamodel:""Intrusion_Detection"".""IDS_Attacks"" | stats values(tag) as ""tag"",dc(signature) as ""count"" by ""src"" | where 'count'>25"
"Splunk Enterprise Security - Correlations","Vulnerability Scanner Detected (by targets)","Detects a potential vulnerability scanner by detecting devices that have triggered events against a large number of unique targets. Vulnerability scanners generally trigger events against a high number of unique hosts when they are scanning a network for vulnerable hosts.","Intrusion_Detection","IDS or IPS",,Scanning,"Security Monitoring | Compliance",None,None,,,,," from datamodel:""Intrusion_Detection"".""IDS_Attacks"" | stats values(tag) as ""tag"",dc(dest) as ""count"" by ""src"" | where 'count'>25"
"Splunk Enterprise Security - Correlations","Same Error On Many Servers Detected","Alerts when multiple systems are exhibiting the same errors",,"Any Splunk Logs",,"Endpoint Compromise | Operations | Lateral Movement","Advanced Threat Detection | Security Monitoring",None,None,,,,,"search tag=error NOT tag=authentication | stats first(_raw) as orig_raw,dc(host) as system_count by sourcetype,punct | where 'system_count'>100"
"Splunk Enterprise Security - Correlations","Threat Activity Detected","Alerts when any activity matching threat intelligence is detected.","Threat_Intelligence","Email | Network Communication | Endpoint Detection and Response | Web Proxy | Malware Analysis | DNS",,"Threat Intelligence | GDPR","Security Monitoring | Compliance",None,None,,,,," from datamodel:""Threat_Intelligence"".""Threat_Activity"" | dedup threat_match_field,threat_match_value | `get_event_id` | table _raw,event_id,source,src,dest,threat*,weight | rename weight as record_weight | `per_panel_filter(""ppf_threat_activity"",""threat_match_field,threat_match_value"")` | `get_threat_attribution(threat_key)` | rename source_* as threat_source_*,description as threat_description | eval risk_score=case(isnum(record_weight), record_weight, isnum(weight), weight, 1=1, null())  | fields - *time | eval risk_object_type=case(threat_match_field=""query"" OR threat_match_field==""src"" OR threat_match_field==""dest"",""system"",threat_match_field==""src_user"" OR threat_match_field==""user"",""user"",1=1,""other"") | eval risk_object=threat_match_value"
"Splunk Enterprise Security - Correlations","Watchlisted Event Observed","Alerts when an event is discovered including text has been identified as important. This rule triggers whenever an event is discovered with the tag of &quot;watchlist&quot;.",,"Any Splunk Logs",,Other,Other,None,None,,,,,"search tag=watchlist NOT sourcetype=stash | eval risk_object=case(isnotnull(user),user,isnotnull(src_user),src_user,isnotnull(dest),dest,isnotnull(src),src,1=1,host) | eval risk_object_type=case(isnotnull(user),""user"",isnotnull(src_user),""user"",isnotnull(dest),""system"",isnotnull(src),""system"",1=1,""system"") | eval risk_score=if(eventtype=""website_watchlist"",50,null()) | eval suppression_value=sourcetype.""|"".risk_object  | `get_event_id` | table _raw,event_id,host,source,sourcetype,src,dest,dvc,src_user,user"
"Splunk Enterprise Security - Correlations","Abnormally High Number of HTTP Method Events By Src","Alerts when a host has an abnormally high number of HTTP requests by http method.",Web,"Web Proxy",,"Web Attack","Application Security | Advanced Threat Detection",None,None,,,,," tstats `summariesonly` count as web_event_count from datamodel=Web.Web by Web.src, Web.http_method | `drop_dm_object_name(""Web"")` | `mltk_apply_upper(""app:count_by_http_method_by_src_1d"", ""extreme"", ""web_event_count"")`"
"Splunk Enterprise Security - Dashboards","access_anomalies","",Authentication,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","access_center",,Authentication,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","access_search",,Authentication,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","access_tracker",,Authentication,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","account_management",,Change,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","default_accounts",,Authentication,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","dns_activity","","Network_Resolution",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","dns_search",,"Network_Resolution",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","email_activity","",Email,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","email_search",,Email,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","endpoint_changes",,Endpoint,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","ess_modular_action_center",,"Splunk_Audit",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","generic_protocols","","Network_Traffic",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","http_category_analysis",,Web,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","http_user_agent_analysis",,Web,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","ids_center",,"Intrusion_Detection",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","ids_search",,"Intrusion_Detection",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","malware_center",,Malware,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","malware_operations",,Malware,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","malware_search",,Malware,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","network_changes",,Change,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","new_domain_analysis",,Web,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","port_protocol_tracker",,"Network_Traffic",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","ssl_activity",,Certificates,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","ssl_search",,Certificates,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","system_center",,Performance,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","threat_activity",,"Threat_Intelligence",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","time_center",,Performance,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","traffic_center",,"Network_Traffic",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","traffic_search",,"Network_Traffic",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","traffic_size_analysis",,"Network_Traffic",,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","update_center",,Updates,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","update_search",,Updates,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","url_length_analysis",,Web,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","user_activity","",Risk,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","vuln_center",,Vulnerabilities,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","vuln_operations",,Vulnerabilities,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","vuln_search",,Vulnerabilities,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","web_center",,Web,,,,,,,,,,,
"Splunk Enterprise Security - Dashboards","web_search",,Web,,,,,,,,,,,
"Splunk Security Essentials","Unusual Child Process for spoolsv.exe or connhost.exe","",,"Endpoint Detection and Response",,"Endpoint Compromise","Advanced Threat Detection","Discovery | Lateral Movement | Execution",Exploitation,,,,,
"Splunk Security Essentials","Significant Increase in Interactively Logged On Users","",,"Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Privilege Escalation | Persistence","Command and Control | Installation",,,,,
"Splunk Security Essentials","Ransomware Extensions","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection",Execution,"Actions on Objectives",,,,,
"Splunk Security Essentials","User Has Access to In-Scope Splunk Indexes They Should Not","Alerts the first time a user gains rights to search an index that they're not supposed to according to the output of a GDPR data source and GDPR user mapping exercise.",,"Any Splunk Logs",,"GDPR | IAM Analytics | Operations","Insider Threat | Compliance","Privilege Escalation | Credential Access","Actions on Objectives",,,,,
"Splunk Security Essentials","Increase in # of Hosts Logged into","",,"Windows Security | Authentication",,"Lateral Movement","Advanced Threat Detection","Lateral Movement","Installation | Actions on Objectives",,,,,
"Splunk Security Essentials","Sources Sending a High Volume of DNS Traffic","",,"Network Communication",,"Data Exfiltration","Insider Threat","Exfiltration | Command and Control","Command and Control | Actions on Objectives",,,,,
"Splunk Security Essentials","User Login to Unauthorized Geo","",,"AWS | Audit Trail | Authentication",,Compliance,Compliance,"Credential Access | Privilege Escalation | Initial Access","Actions on Objectives",,,,,
"Splunk Security Essentials","Familiar Filename Launched with New Path on Host","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion","Installation | Actions on Objectives",,,,,
"Splunk Security Essentials","Detect Lateral Movement With WMI","",,"Endpoint Detection and Response | Windows Security",,"Lateral Movement","Advanced Threat Detection","Lateral Movement | Execution","Installation | Actions on Objectives",,,,,
"Splunk Security Essentials","Unusual Number of Modifications to Cloud ACLs","Looks for a large number of Security Group ACL changes in a short period of time for a user.",,"AWS | Audit Trail | Azure | GCP",,"Account Compromise | IAM Analytics | Data Exfiltration | Network Attack | SaaS","Advanced Threat Detection","Persistence | Credential Access","Actions on Objectives",,,,,
"Splunk Security Essentials","User Finding Project Code Names from Many Departments","",,"Web Server",,"Insider Threat","Insider Threat",Collection,"Actions on Objectives",,,,,
"Splunk Security Essentials","First Time USB Usage","",,"Endpoint Detection and Response | DLP",,"Data Exfiltration","Insider Threat","Lateral Movement | Collection | Exfiltration",Delivery,,,,,
"Splunk Security Essentials","Access to In-scope Resources","Visibility into who is accessing in-scope resources is key to your GDPR efforts. Splunk allows easy analysis of that information.",,"Web Proxy",,GDPR,Compliance,None,None,,,,,
"Splunk Security Essentials","Instance Created by Unusual User","Detects the first time a user creates a new instance.",,"AWS | Audit Trail | Azure | GCP",,"Account Compromise | IAM Analytics | SaaS","Advanced Threat Detection","Credential Access","Actions on Objectives",,,,,
"Splunk Security Essentials","Geographically Improbable Access Detected for Privileged Accounts","Detecting when the same account is logged into twice in a short period of time but from locations very far away, is key to finding account compromise or account credential sharing for your privileged accounts.",,"AWS | Audit Trail | Authentication",,"Insider Threat | Account Sharing","Insider Threat","Credential Access",None,,,,,
"Splunk Security Essentials","New Application Accessing Salesforce.com API","",,"Audit Trail",,"Data Exfiltration | GDPR | SaaS","Compliance | Insider Threat",Collection,"Actions on Objectives",,,,,
"Splunk Security Essentials","Pull List of Privileged Users","To focus detection or response on privileged users, you must first build a list of accounts that have elevated rights or access to privileged information.",,"Windows Security",,"Insider Threat","Insider Threat","Privilege Escalation | Credential Access","Actions on Objectives",,,,,
"Splunk Security Essentials","New Tables Queried by Salesforce.com Peer Group","",,"Audit Trail",,"Data Exfiltration | GDPR | SaaS","Compliance | Insider Threat","Discovery | Collection","Actions on Objectives",,,,,
"Splunk Security Essentials","Connection to New Domain","Detects when users browse to domains never before seen in your organization.",,"Web Proxy",,"Command and Control | Data Exfiltration","Advanced Threat Detection","Exfiltration | Command and Control","Actions on Objectives",,,,,
"Splunk Security Essentials","Monitor Unsuccessful Windows Updates","",,"Patch Management",,Operations,"Security Monitoring",None,None,,,,,
"Splunk Security Essentials","New Data Exfil DLP Alerts for User","",,DLP,,"Insider Threat","Insider Threat",Exfiltration,"Actions on Objectives",,,,,
"Splunk Security Essentials","New Logon Type for User","",,"Windows Security",,"Account Compromise","Advanced Threat Detection | Security Monitoring | Compliance","Privilege Escalation | Persistence | Defense Evasion",Installation,,,,,
"Splunk Security Essentials","Brute Force Access Behavior Detected - Against Category","Monitor your security controls and prove your GDPR compliance by detecting brute force (or password guessing) attacks on GDPR-tagged systems.",,"Windows Security | Authentication",,GDPR,Compliance,"Credential Access | Privilege Escalation",None,,,,,
"Splunk Security Essentials","Brute Force Access Behavior Detected Over One Day - Against Category","Monitor your security controls and prove your GDPR compliance by detecting slow and low brute force (or password guessing) attacks on GDPR-tagged systems that occur gradually over the day.",,"Windows Security | Authentication",,GDPR,Compliance,"Credential Access | Privilege Escalation",None,,,,,
"Splunk Security Essentials","First Time Logon to New Server","",,"Windows Security | Authentication",,"Lateral Movement | GDPR","Advanced Threat Detection | Compliance | Security Monitoring","Lateral Movement","Installation | Actions on Objectives",,,,,
"Splunk Security Essentials","Activity from Expired User Identity - on Category","The GDPR requires that only authorized individuals access personal data. Alert when the account of a past employee is used to log into GDPR-tagged systems",,"Windows Security | Authentication",,GDPR,Compliance,"Credential Access | Privilege Escalation","Actions on Objectives",,,,,
"Splunk Security Essentials","Geographically Improbable Access Detected against Category","To ensure you have a GDPR-mandated audit trail with individual accounts for each person, detect when the same account is logged into twice in a short period of time but from locations very far away, to a GDPR-tagged system.",,"AWS | Audit Trail | Authentication",,GDPR,Compliance,"Credential Access",None,,,,,
"Splunk Security Essentials","New Parent Process for cmd.exe or regedit.exe","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Discovery | Lateral Movement | Execution",Exploitation,,,,,
"Splunk Security Essentials","Spike in Downloaded Documents Per User from Salesforce.com","",,"Audit Trail",,"Data Exfiltration | SaaS","Insider Threat",Collection,"Actions on Objectives",,,,,
"Splunk Security Essentials","Successful Login of Account for Former Employee","You shouldn't see any successful authentication activity on the accounts of former employees. Track this easily in Splunk.",,"Windows Security | Authentication",,"Account Compromise | Insider Threat","Security Monitoring | Insider Threat","Privilege Escalation | Credential Access","Actions on Objectives",,,,,
"Splunk Security Essentials","Fake Windows Processes","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion",Installation,,,,,
"Splunk Security Essentials","Authentication Against a New Domain Controller","",,"Windows Security",,"Lateral Movement","Advanced Threat Detection","Lateral Movement",Installation,,,,,
"Splunk Security Essentials","Processes with High Entropy Names","",,"Endpoint Detection and Response | Windows Security",,"Endpoint Compromise","Advanced Threat Detection","Defense Evasion",Installation,,,,,
"Splunk Security Essentials","Unusual Cloud Regions","Looks for activity in IaaS Regions that have not been used before across the organization.",,"AWS | Audit Trail | Azure | GCP",,"Account Compromise | SaaS","Advanced Threat Detection",None,"Actions on Objectives",,,,,
"Splunk Security Essentials","Concentration of Discovery Tools by Filename","",,"Endpoint Detection and Response | Windows Security",,"Scanning | Endpoint Compromise","Advanced Threat Detection | Security Monitoring",Discovery,Exploitation,,,,,
"Splunk Security Essentials","Monitor Successful Backups","",,Backup,,"Operations | GDPR","Security Monitoring | Compliance",None,None,,,,,
